,Unnamed: 0,User_id,Type,Content_id,Url,Reply_to_content_id,Thread_id,Subforum,Title,Content,Timestamp,Search_Term,Matching_Word,Has_Other_Sentiment,Target_Sentence,Sentiment
237,425,492144,Post,['139474856'],https://forums.hardwarezone.com.sg/threads/how-retiree-in-singapore-saved-over-1-6m-in-her-cpf.6686519/,,6686519,Forums,How retiree in Singapore saved over $1.6m in her CPF,"a 67-year-old retiree holds a record of sorts that most of us would yearn for - she has more than $1.2 million in her ordinary account (oa) of the central provident fund (cpf). if that's not impressive enough, she has another $400,000 in her retirement account and over $50,000 in her medisave account. please subscribe or log in  to continue reading the full article. how retiree in singapore saved over $1.6m in her cpf these savings allow her to enjoy close to $50,000 in annual interest from the cpf alone.  read more at straitstimes.com. www.straitstimes.com",2022/1/28 13:43,cpf,TRUE,TRUE,2 million in her ordinary account (oa) of the central provident fund ($T$),0
201,940,15040,Post,['124548495'],https://forums.hardwarezone.com.sg/threads/transfer-cpf-to-spouse-or-to-child.6180429/,,6180429,Forums,"Transfer CPF to Spouse, or to Child?","i have already maxed out my cpf special account and medisave account. i still have a nice sum in my oa that i am considering transferring either to (a) my spouse, or (b) my children. i am seeking views on what you think is the better option here. we have no intention of buying new property / moving house in the near or medium term. hence, the usage of cpf oa will be very limited. my children are still very young - the eldest is 3yo. my wife's cpf sa still has a sizeable headroom before the frs is hit. what would you consider to be the better option in my circumstances?",2020/1/10 14:27,cpf,TRUE,FALSE," hence, the usage of $T$ oa will be very limited",0
254,690,338874,Post,['130617975'],https://forums.hardwarezone.com.sg/threads/medishield-life-premium-increases-driven-by-rise-in-payouts-and-more-claimants-says-koh-poh-koon.6403730/,,6403730,Forums,"MediShield Life premium increases driven by rise in payouts and more claimants, says Koh Poh Koon","medishield life premium increases driven by rise in payouts and more claimants, says koh poh koon https://www.channelnewsasia.com/new...payouts-claimants-increased-premiums-13441178 singapore: the proposed hike in medishield life premiums is driven by three factors, including an increase in annual payouts and the number of claimants, said senior minister of state for health koh poh koon in parliament on monday (nov 2). he was responding to questions by several members of parliament from the people s action party (pap), workers  party (wp) and progress singapore party (psp) about the government's justification for increasing premiums, the schemes available to help those who cannot afford it, as well as the rise in hospital charges. the medishield life council had announced in september several recommendations to enhance medishield life benefits and adjust premiums upwards by up to 35 per cent for some. it is the first major review of the national insurance scheme since it was introduced in 2015. giving a breakdown of the figures, dr koh said that over the last four years, the number of medishield claimants increased by about 30 per cent and annual payouts went up by about 40 per cent. between 2001 and 2019, average hospitalisation bills for public healthcare institutions increased by about 6 per cent a year on average, affected by medical cost inflation, demographics and medical advancements over the years, he added. ""this growth in utilisation and payout accounts for about two-thirds of the premium increases,"" he told the house. one-quarter of the premium increase comes from  refreshing  the claim limits of medishield life, while the remaining portion, just under 10 per cent,  supports the benefit enhancements , including those implemented since 2018. these include the extension of coverage to include inpatient hospices and serious pregnancy complications.  premiums have been kept unchanged for the first five years of medishield life, in line with our earlier public commitment. they need to be adjusted to ensure that the medishield life fund remains solvent and sustainable so that it can meet its obligations to all policyholders,  said dr koh. responding to a question from psp non-constituency mp leong mun wai on whether it is unusual by international standards for a health insurance scheme to increase its premiums by 35 per cent in a single adjustment, dr koh said it would not be appropriate to compare with other schemes as premiums are priced based on multiple factors  which inevitably vary from country to country . ""it would also not be meaningful to compute how much premiums a singaporean will need to pay over his lifetime simply by assuming a fixed compounding factor each year,"" said dr koh.  future premiums would depend on how the underlying drivers   evolve, and this depends on many factors including what we can achieve together to manage healthcare costs. the amount of premium subsidies an individual will receive will also vary over his lifetime, depending on his financial circumstances.  keeping premiums affordable financial support schemes are available to ensure that all singaporeans can continue to pay their premiums, said dr koh. for instance, lower- and middle-income households, as well as seniors from the merdeka generation and pioneer generation will receive premium subsidies and support.  taken together, about 35 per cent of the total premiums collected were paid for by the government through various subsidies and support schemes in 2019. for the elderly aged 65 and above, the contribution from the government is even higher, at about 50 per cent of their premiums,  he said. singaporeans can use medisave to pay for their premiums in full, and they can also use their medisave to pay for their family members  premiums as well. those who still require more help can apply for additional premium support, including those who are mid-way through medical treatment or who have recently lost their jobs and part of their income. the additional premium support will cover all outstanding and future premiums, said dr koh. in addition, singaporeans will receive a covid-19 subsidy for the next two years, which will  pay for the bulk of the premium increase in the first year , said dr koh. he noted that the government had considered deferring the medishield life review and the premium increases due to the current  difficult economic situation  with covid-19.  however, i must emphasise that it was important that medishield life remains solvent and sustainable so that it can meet its obligations in time to come when policyholders make claims. its coverage also has to be updated and enhanced to remain relevant to the healthcare needs of singaporeans,  he said. part of premiums set aside for future touching on the medishield life fund, dr koh said a portion of premiums paid by working adults is set aside to provide for future premium rebates, which will help to moderate premium increases as people age. ""this constitutes the bulk of future commitments set aside in the reserves. as the majority of policyholders are relatively young today, the amount set aside has been increasing,"" he said. dr koh added that other such commitments include diseases currently under treatment that will require long-term care, such as renal failure and cancer. providing figures in parliament, dr koh said a total of s$7.5 billion in premiums were collected between 2016 and 2019. this comprised s$4.4 billion collected from policyholders, and s$3.1 billion from the government in terms of subsidies and other forms of premium support. in this same period, s$3.5 billion in claims were paid out, while s$3 billion was set aside for future premium rebates. the incurred loss ratio of the fund was an average of 104 per cent over the period from 2016 to 2019. ""this means that the total premiums collected were slightly less than the total monies required to ensure that the fund is able to meet current claims and future commitments,"" said dr koh. he stressed that the fund has to be  self-sustaining  and based on  sound actuarial principles . ""premiums collected have to cover potential current and future payouts, including amounts set aside to support future commitments as well as provide a buffer against unforeseen contingencies such as unexpected spikes in hospitalizations due to disease outbreaks,"" he added. computing premium increases several mps raised questions relating to how premium increases are computed. in response to pap mp foo mee har s question on whether the ministry of health would  itemise  factors contributing to the premium increase, dr koh said that it is difficult to predict the technology driving clinical practice. in the past, a head injury would only warrant an x-ray of the skull, which costs about s$15 to s$20. but now, barely 20 years later, ct scans are required for head injuries, which can cost  hundreds of dollars , he said.  so as opposed to a transport fair formula where the parameters and variables are a little bit more fixed and more predictable, healthcare inflation takes into account many unforeseen kind of variables that will come along the way,  he said. while it will be hard to have a single formula with  that level of clarity , actuaries that use current data to project will make adjustments over time, and this is why the government has to review premiums on a regular basis, he added. wp mp gerald giam reiterated his question on whether the government would make the full medishield life actuarial report available, for the sake of transparency. dr koh said medishield life premiums are proposed and calculated by external actuaries who are independent from the government. the size of the funds, the amount collected and the amount paid out are also externally audited and the report will later be submitted to parliament on an annual basis, he added. however, dr koh acknowledged that the government may have to have a  better system  of looking at how the assumptions and calculations need to evolve.  over time, we could perhaps engage different consultants to take a look, to challenge the assumptions, to do another calculation at an appropriate time, to make sure that we are still on track,  he said. he added that ministry would speak to consultants on publishing some of the data  in an academic way , but emphasised that it will  not be something that most laypeople will understand .",2020/11/2 20:27,health insurance,TRUE,TRUE," responding to a question from psp non-constituency mp leong mun wai on whether it is unusual by international standards for a $T$ scheme to increase its premiums by 35 per cent in a single adjustment, dr koh said it would not be appropriate to compare with other schemes as premiums are priced based on multiple factors  which inevitably vary from country to country ",0
33,241,584439,Post,['146249637'],https://forums.hardwarezone.com.sg/threads/high-income-low-wealth-over-half-of-adults-in-singapore-dont-watch-their-spending.6872117/,,6872117,Forums,"High income, low wealth: Over half of adults in Singapore don’t watch their spending","anyone got full article? high income, low wealth: over half of adults in singapore don t watch their spending it is a myth that people with high income are automatically smart with their money. read more at straitstimes.com. www.straitstimes.com",2023/2/13 6:37,high income,TRUE,FALSE,"anyone got full article? high income, low wealth: over half of adults in singapore don t watch their spending it is a myth that people with $T$ are automatically smart with their money",-1
18,157,786710,Post,['133617985'],https://forums.hardwarezone.com.sg/threads/no-of-sporean-men-who-are-less-educated-have-difficulty-finding-a-local-wife-has-shrunk-smu-prof.6501056,,6501056,Forums,"No. of S'porean men who are less educated, have difficulty finding a local wife has shrunk: SMU Prof","commenting on the changing profile of nr brides, professor paulin straughan, a sociologist at singapore management university, said: ""we now see a transformation of transnational marriages. ""when we first started looking at this phenomenon, it was way back in the late 1990s and 2000s when we saw the inflow of foreign brides. ""when we mentioned foreign brides (in the past), we thought of women with low socio-economic status from the region who enter into marriages because of their families' financial circumstances."" but she said that the demographic profile has changed over the past 20 years, with economic growth in the region bringing greater educational and economic opportunities in their home countries. prof straughan said the result is that foreign wives are better educated. separately, the number of singaporean men who are less educated and who may have difficulties finding a local wife has shrunk, she added. social workers have long raised concerns over transnational marriages involving older and less educated singaporean men marrying young foreign women after a brief courtship. foreign brides who marry s'poreans are getting older and more educated: msf data two in three have post-secondary or university education, according to government data released for the first time. read more at straitstimes.com. www.straitstimes.com",2021/4/22 7:55,less educated,TRUE,FALSE," separately, the number of singaporean men who are $T$ and who may have difficulties finding a local wife has shrunk, she added",1
19,157,786710,Post,['133617985'],https://forums.hardwarezone.com.sg/threads/no-of-sporean-men-who-are-less-educated-have-difficulty-finding-a-local-wife-has-shrunk-smu-prof.6501056,,6501056,Forums,"No. of S'porean men who are less educated, have difficulty finding a local wife has shrunk: SMU Prof","commenting on the changing profile of nr brides, professor paulin straughan, a sociologist at singapore management university, said: ""we now see a transformation of transnational marriages. ""when we first started looking at this phenomenon, it was way back in the late 1990s and 2000s when we saw the inflow of foreign brides. ""when we mentioned foreign brides (in the past), we thought of women with low socio-economic status from the region who enter into marriages because of their families' financial circumstances."" but she said that the demographic profile has changed over the past 20 years, with economic growth in the region bringing greater educational and economic opportunities in their home countries. prof straughan said the result is that foreign wives are better educated. separately, the number of singaporean men who are less educated and who may have difficulties finding a local wife has shrunk, she added. social workers have long raised concerns over transnational marriages involving older and less educated singaporean men marrying young foreign women after a brief courtship. foreign brides who marry s'poreans are getting older and more educated: msf data two in three have post-secondary or university education, according to government data released for the first time. read more at straitstimes.com. www.straitstimes.com",2021/4/22 7:55,less educated,TRUE,FALSE, social workers have long raised concerns over transnational marriages involving older and $T$ singaporean men marrying young foreign women after a brief courtship,-1
27,220,338874,Post,['146405416'],https://forums.hardwarezone.com.sg/threads/commentary-singapore-residents-must-save-for-retirement-today-to-continue-enjoying-low-income-taxes.6875787/,,,Forums,,"commentary: singapore residents must save for retirement today to continue enjoying low income taxes  for direct taxes to remain low, singapore workers need to do more with their money to prepare for their future retirement, says david kuo of the smart investor. commentary: singapore residents must save for retirement today to continue enjoying low income taxes for direct taxes to remain low, singapore workers need to do more with their money to prepare for their future retirement, says david kuo of the smart investor. www.channelnewsasia.com singapore: the message from the budget 2023 speech could not have been clearer. it cannot be business as usual for singapore. over the last couple of decades, the country has benefited from global trade and finance flows. but with increased patriotism, protectionism and nationalism swirling around the world, singapore will have to work even harder to maintain its competitiveness. as the economy matures, retirement is an area that we should pay attention to. by 2030, which is just seven short years away, one in four singaporeans will be aged 65 or above, up from one in five. budget 2023 offers targeted support to singapore s growing pool of seniors . the eldercare fund will be topped up by s$500 million, and another s$1.5 billion will be added to the medifund. but just think about that for a moment. singapore expects a budget deficit of s$2 billion in the financial year (fy) of 2022, and a deficit of s$400 million in fy2023. those deficits would be almost erased if not for the subsidies provided to the elderly. that is another way of saying that there are no free lunches. if we want direct taxes to remain low, then we must be prepared to make provisions for our retirement, so we won t need government subsidies. ensuring our retirement adequacy  as singapore studies how else it can help seniors in community settings , there is plenty that singapore workers can do for themselves now. while the government has kept the rate of contributions to the central provident fund (cpf) unchanged, it will raise the monthly salary ceiling from s$6,000 to s$8,000 to reflect the rise in wages as a result of inflation . but this alone may not be enough for an ideal retirement for some individuals. if so, they will need to do more with their money to enjoy their twilight years. perhaps the single most important question we need to ask ourselves is how much money we realistically need to retire. this number varies greatly based on your needs and lifestyle. a 2019 lee kuan yew school of public policy study estimated that the minimum amount a senior needs for a basic standard of living in singapore is about s$1,400 a month. but considering that the median income per household member in singapore is about s$3,200 a month, which adds up to s$38,400 per year, let s work off a round figure of s$50,000 as the amount needed each retirement year. you can scale this up or down accordingly, but don t forget to factor in inflation. at an annual inflation rate of, say, 3 per cent, our s$50,000 target would be equivalent to s$100,000 in around 24 years  time. and in 48 years  time, it would need to be as much as $200,000. that, by the way, is not how much money we would need to have in our retirement pot. that is the income we would need to generate from our savings. because we don t know how long we will live, we do not want to draw down the pot and run the risk of exhausting it. taking into account the 4 per cent floor interest rate of the cpf special account , the nest egg required to generate an annual income of s$100,000 a year in 24 years  time is s$2.5 million. we should ask ourselves if our accumulated cpf contributions earning 2.5 per cent interest a year will be able to grow sufficiently to reach that target. if it is unlikely, we should invest some of our money into assets that can outpace the rate of rising prices. that generally means investing in shares. there is a limit as to how much our cpf money can be invested in the stock market. so, we may need to look beyond compulsory contributions and build another pot of money outside of cpf. the best time to do that is while we are young. indirect taxes prevail over direct taxes  budget 2023 also highlighted the government s commitment to low personal income tax with indirect taxes taking the brunt. stamp duties on high-end properties will rise. so too will taxes on luxury cars . we can argue about the benefits of indirect taxes versus direct taxes. in the case of the former, we pay taxes as we spend. in the case of the latter, the decision to spend is taken away from us through taxation. however, taxes on expensive cars and properties are unlikely to affect the mass affluent. the upshot is that raising taxes on these items can be a good way for the government to redistribute wealth. after all, that is one of the main reasons why we pay taxes. it is a means by which some wealth from those can afford it can be transferred to those who need it. setting aside money for the next crisis  there was another important message in the budget. while the pandemic has been funded by a necessary deficit, budgets must always be balanced over a business cycle. though singapore will not draw on its reserves in this year s budget, past deficits must eventually be replaced by future surpluses. what s more, singapore must continue to consciously build up its reserves to prepare for the next crisis. we need to do the same too. the government has provided singaporeans with the means to cope with inflationary pressures through voucher schemes . this should help ease some of the pain when we do our daily shopping. more importantly, it buys us time to set aside some money for a rainy day because wages are rising but income tax rates aren t. it is a window of opportunity that other developed economies have been unable to provide. but we need to fix our roofs when the sun is shining. it will be too late when thunderstorms hit. in summary, budget 2023 puts households firmly in the driving seat. the government is treating people as mature adults in a maturing economy. the country s finances are strong and should be even stronger over time. we too can make our household finances stronger over time by being prudent with our spending and preparing for future uncertainties. if we want our taxes to remain low, we need to do our part to ensure that it stays that way. david kuo is co-founder of the smart investor.",2023/2/23 9:09,low income,TRUE,FALSE," commentary: singapore residents must save for retirement today to continue enjoying $T$ taxes for direct taxes to remain low, singapore workers need to do more with their money to prepare for their future retirement, says david kuo of the smart investor",0
9,24,789529,Post,['146795555'],https://forums.hardwarezone.com.sg/threads/news-high-court-rules-that-accident-victim-can-claim-govt-medical-subsidies-after-vehicle-accident-but-has-to-return-full-sum-to-moh.6884961/,,,Forums,,"accident victim can claim govt medical subsidies but has to return sum to moh she sustained serious injuries after she was knocked down by a car while crossing the road in january 2020. read more at straitstimes.com. www.straitstimes.com singapore - the high court has allowed an 84-year-old woman to claim from insurers about $39,000 in government subsidies and grants that was used to foot her medical bills after she was hurt in a traffic accident. but madam eng beng would also have to make good on her word to return this amount to the public coffers. on tuesday, justice tan siong thye awarded madam eng $39,515.08 in special damages, comprising various government subsidies and grants that were deducted from her medical bills. the judge directed madam eng to return this amount, less the legal costs she incurred in pursuing her claim, to the ministry of health (moh). the ministry is free to let her keep the money or use it for other public purposes. madam eng had earlier told the court that if her claim was allowed, she was willing to accept the court s order that the funds be returned. justice tan said her  gracious overture  would completely demolish the insurer s argument that madam eng would have enjoyed double recovery if it paid the sum to her. on jan 9, 2020, madam eng, then 81, was crossing the road when she was knocked down by a car driven by mr lo kok jong. she was hospitalised at tan tock seng hospital for serious injuries, including a fractured ankle, and was later moved to a community hospital. in june 2020, madam eng, represented by ms v.m. vidthiya, filed a negligence suit against mr lo. on july 2, 2022, a deputy registrar awarded madam eng damages of $36,348.64, comprising general damages of $18,600 for pain and suffering as well as special damages for medical expenses, transport expenses and medical apparatus. the deputy registrar, however, refused to award her an additional sum of $39,515.08, which she had claimed as special damages for medical expenses. this sum comprised generic government and pioneer generation subsidies, and government grants for community hospital services and medical drugs. these sums were deducted from her bills and as a result, she paid less than $500 out of pocket. after her appeal to a district judge was dismissed, she took her case to the high court. in his written judgment, justice tan noted that generally, if an injured plaintiff has received collateral benefits from parties other than the defendant, this should be taken into account when considering the amount recoverable from the defendant. there are, however, two exceptions to this rule against double recovery. first, where the injured plaintiff recovers a payout under an insurance policy for which the person has paid the premiums, the insurance monies are not deductible from damages payable. second, where the injured plaintiff receives funds from the benevolence of others prompted by sympathy, the donated funds are not deductible from damages payable. madam eng argued that the subsidies and grants could fall within the benevolence exception. mr lo s insurers argued that the subsidies and grants do not contain the requisite charitable intent, as they were not  prompted by sympathy  but attached systematically to her by virtue of citizenship, age and income level. justice tan said the court cannot ignore the reality that the subsidies and grants are part of schemes that utilise taxpayers  monies to support the healthcare needs of the population. he noted that the insurer s lawyers admitted that it would have been willing to compensate madam eng for private hospital medical bills if she had sought treatment at a private hospital. he said it was ultimately a binary situation   should madam eng be able to claim the amount from mr lo s insurers, or should the insurers benefit by being able to pay her a lower sum after the deduction of subsidies and grants?  the commonsensical answer must be that the government extended the subsidies and grants amounting to $39,515.08 specifically to the appellant for her enjoyment, and not to relieve the respondent of his liability,  said the judge. he concluded that subsidies and grants were specifically conferred upon madam eng as she had met the stringent criteria, and that they were akin to collateral benefits that fall within the benevolence exception.",2023/3/22 11:59,medical expenses,TRUE,FALSE,"08, which she had claimed as special damages for $T$",0
70,478,599426,Post,['106654168'],https://forums.hardwarezone.com.sg/threads/max-out-medisave-first-or-ignore-it-and-cash-top-up-sa.5576733/,,5576733,Forums,Max out Medisave first or ignore it and cash TOP up SA.,"i am 27 this year. i understand the compounding effect of the 4% annul interest and i am planning to contribute $500/monthly (6k/year) cash top-up to fund for my retirement. i understand there is a annual cpf contribution cap of 37k, and i am nowhere near there. i presume i am still able to achieve a tax savings of 6k every year. most of the threads i read recommend pumping 7k cash every year to the sa account every year, to receive tax savings, as well as beefing up the sa for retirement, hitting the minimum sum earlier. does anyone max out their medisave account ceiling of 50k with cash first before pumping cash to sa?",2017/3/2 19:31,medisave,TRUE,FALSE, does anyone max out their $T$ account ceiling of 50k with cash first before pumping cash to sa?,0
159,709,783350,Post,['135446610'],https://forums.hardwarezone.com.sg/threads/81yo-man-unable-to-use-medisave-for-s-128-a-e-bill-questions-if-it-can-be-used-to-buy-his-coffin.6561858/,,6561858,Forums,"81yo man unable to use MediSave for S$128 A&E bill, questions if it can be used to buy his coffin","singapore   after being unable to use the s$46,000 in his medisave account for a s$128 a&e bill, an 81-year-old man questioned if he would be able to even use the money to buy a coffin after he dies. in a facebook post by the man s son, one robin lim, the elderly man visited the accident & emergency centre of khoo teck puat hospital ( ktph ) with chest pains sometime in may 2021. mr lim wrote that his father s bill was s$128 after subsidies, and he was then informed that he could not use the money in his medisave account to pay the remaining amount.  my father has more than $46,000 in his medisave account , mr lim wrote. when his father called mr lim to ask why his medisave could not be used to pay off the balance amount from the bill,  i explained to my father that usage of medisave is not allowed for this situation due to existing policy, he highlighted that he is already 81 years old and does not have much years left to live for .  i feel i failed as a adult son to provide any logical/reasonable explanation to my father regarding this situation of medisave usage , mr lim wrote. he went on to add that his 81-year-old father is not highly educated and  trusted the purpose of medisave account introduced by singapore government in 1984 and believed that his old age medical expenses will be taken care of by medisave with sufficient balance in it . as such, mr lim wrote that his father was  extremely disappointed  to learn that he could not use the funds in his medisave account to pay his public hospital bill.  kindly note that we are not seeking any financial assistance regarding this situation. i just hope that moh will consider reviewing existing policy on the usage of medisave during old age , mr lim wrote.",2021/7/22 11:58,medisave,TRUE,FALSE," mr lim wrote that his father s bill was s$128 after subsidies, and he was then informed that he could not use the money in his $T$ account to pay the remaining amount",-1
102,600,165494,Post,['146554453'],https://forums.hardwarezone.com.sg/threads/pap-cares-hor-cancer-patients-previously-fully-covered-by-medisave-medishield-life-may-need-to-pay-out-of-pocket.6879294,,6879294,Forums,"[PAP CARES HOR] Cancer patients previously fully covered by MediSave, MediShield Life may need to pay out of pocket"," cancer patients previously fully covered by medisave, medishield life may need to pay out of pocket since september, cancer treatment claims have been split   with separate claim limits for drugs and services.  read more at straitstimes.com. www.straitstimes.com",2023/3/5 12:32,medisave,TRUE,FALSE," cancer patients previously fully covered by $T$, medishield life may need to pay out of pocket since september, cancer treatment claims have been split   with separate claim limits for drugs and services",-1
167,709,783350,Post,['135446610'],https://forums.hardwarezone.com.sg/threads/81yo-man-unable-to-use-medisave-for-s-128-a-e-bill-questions-if-it-can-be-used-to-buy-his-coffin.6561858/,,6561858,Forums,"81yo man unable to use MediSave for S$128 A&E bill, questions if it can be used to buy his coffin","singapore   after being unable to use the s$46,000 in his medisave account for a s$128 a&e bill, an 81-year-old man questioned if he would be able to even use the money to buy a coffin after he dies. in a facebook post by the man s son, one robin lim, the elderly man visited the accident & emergency centre of khoo teck puat hospital ( ktph ) with chest pains sometime in may 2021. mr lim wrote that his father s bill was s$128 after subsidies, and he was then informed that he could not use the money in his medisave account to pay the remaining amount.  my father has more than $46,000 in his medisave account , mr lim wrote. when his father called mr lim to ask why his medisave could not be used to pay off the balance amount from the bill,  i explained to my father that usage of medisave is not allowed for this situation due to existing policy, he highlighted that he is already 81 years old and does not have much years left to live for .  i feel i failed as a adult son to provide any logical/reasonable explanation to my father regarding this situation of medisave usage , mr lim wrote. he went on to add that his 81-year-old father is not highly educated and  trusted the purpose of medisave account introduced by singapore government in 1984 and believed that his old age medical expenses will be taken care of by medisave with sufficient balance in it . as such, mr lim wrote that his father was  extremely disappointed  to learn that he could not use the funds in his medisave account to pay his public hospital bill.  kindly note that we are not seeking any financial assistance regarding this situation. i just hope that moh will consider reviewing existing policy on the usage of medisave during old age , mr lim wrote.",2021/7/22 11:58,medisave,TRUE,FALSE," i just hope that moh will consider reviewing existing policy on the usage of $T$ during old age , mr lim wrote",0
2,10,664200,Post,['113150442'],https://forums.hardwarezone.com.sg/threads/cpf-questions-medisave-after-55-ra-topup.5787403/,,5787403,Forums,CPF questions : Medisave after 55 & RA Topup,"1. medisave after 55 as i understand excess in medisave gets flowed into ra after 55. and if ra meets brs/frs, it will flow back to oa with recent introduction of ers, have the rules? 2. ra topup & payout adjustment i have previously topup my parents ra & started their payout. if i topup again, will their payout be adjusted or unchanged & i need to request for adjustment (if required)? tia!",2018/3/6 23:26,medisave,TRUE,FALSE, $T$ after 55 as i understand excess in medisave gets flowed into ra after 55,0
155,701,236151,Post,['146598794'],https://forums.hardwarezone.com.sg/threads/under-what-situation-will-ma-be-depleted.6880271/,,6880271,Forums,under what situation will MA be depleted?,"now my ma already max out, even if i paid private integrated shield using ma, but the amount used still relatively small, coz every year interest generated able to help me to tank 3 private integrated shield premiums(me + 2 dependents). furthermore, government limits the use of medisave for a lot of treatments(means they set a cap), with hospitalization fee fully covered by private shield + rider, i just wonder under what situation will the medisave be depleted?",2023/3/8 13:51,medisave,TRUE,FALSE," furthermore, government limits the use of medisave for a lot of treatments(means they set a cap), with hospitalization fee fully covered by private shield + rider, i just wonder under what situation will the $T$ be depleted?",-1
162,709,783350,Post,['135446610'],https://forums.hardwarezone.com.sg/threads/81yo-man-unable-to-use-medisave-for-s-128-a-e-bill-questions-if-it-can-be-used-to-buy-his-coffin.6561858/,,6561858,Forums,"81yo man unable to use MediSave for S$128 A&E bill, questions if it can be used to buy his coffin","singapore   after being unable to use the s$46,000 in his medisave account for a s$128 a&e bill, an 81-year-old man questioned if he would be able to even use the money to buy a coffin after he dies. in a facebook post by the man s son, one robin lim, the elderly man visited the accident & emergency centre of khoo teck puat hospital ( ktph ) with chest pains sometime in may 2021. mr lim wrote that his father s bill was s$128 after subsidies, and he was then informed that he could not use the money in his medisave account to pay the remaining amount.  my father has more than $46,000 in his medisave account , mr lim wrote. when his father called mr lim to ask why his medisave could not be used to pay off the balance amount from the bill,  i explained to my father that usage of medisave is not allowed for this situation due to existing policy, he highlighted that he is already 81 years old and does not have much years left to live for .  i feel i failed as a adult son to provide any logical/reasonable explanation to my father regarding this situation of medisave usage , mr lim wrote. he went on to add that his 81-year-old father is not highly educated and  trusted the purpose of medisave account introduced by singapore government in 1984 and believed that his old age medical expenses will be taken care of by medisave with sufficient balance in it . as such, mr lim wrote that his father was  extremely disappointed  to learn that he could not use the funds in his medisave account to pay his public hospital bill.  kindly note that we are not seeking any financial assistance regarding this situation. i just hope that moh will consider reviewing existing policy on the usage of medisave during old age , mr lim wrote.",2021/7/22 11:58,medisave,TRUE,FALSE," when his father called mr lim to ask why his medisave could not be used to pay off the balance amount from the bill,  i explained to my father that usage of $T$ is not allowed for this situation due to existing policy, he highlighted that he is already 81 years old and does not have much years left to live for ",-1
